,F0_01-0_1,F0_1-0_2,F0_2-0_5,F0_5-1,F1-2,F2-4,F4-8,F8-16,F16-25,F25-35,F35-50,F50-63,F63-75,F75-88,F88-105,F105-125,F125-150,F150-177,F177-210,F210-250,F250-300,F300-354,F354-420,F420-500,F500-600,F600-707,F707-850,F850-1000,F1000-1190,F1190-1410,F1410-1680,F1680-2000,Kf,logK,porosity,litho_measured,soil_class,litho_main,K_Barr,K_AlyamaniSen,K_Shepherd,K_VanBaaren,K_Bear_KozenyCarman
2729,0.0,0.02,0.05,0.09,0.15,0.15,0.16,0.19,0.11,0.08,0.09,0.06,0.05,0.06,0.1,0.16,0.28,0.54,1.04,2.34,5.23,9.16,14.85,20.0,22.1,14.07,7.32,1.39,0.15,0.0,0.0,0.0,27.0,1.4313637641589874,0.40511320754717,Z,zs1,Z,0.08908105414898385,0.09238361440918834,0.04897308151004625,0.06320047845690703,0.12082087802633532
2730,0.0,0.02,0.06,0.11,0.16,0.14,0.17,0.18,0.12,0.1,0.14,0.12,0.12,0.15,0.25,0.4,0.72,1.54,3.11,6.4,11.14,14.1,17.31,18.06,14.95,6.87,3.26,0.3,0.02,0.0,0.0,0.0,21.0,1.3222192947339193,0.402901886792453,Z,zs1,Z,0.050560912798627324,0.05204591018426895,0.03544678767890393,0.04216536929137922,0.06857590468031988
2731,0.0,0.05,0.18,0.39,0.72,0.82,1.07,1.25,0.98,0.89,1.31,1.45,2.05,3.51,7.34,10.91,15.31,15.34,15.03,10.24,4.9,1.57,0.95,0.82,0.95,0.79,0.71,0.31,0.12,0.02,0.0,0.0,1.1,0.041392685158225,0.423052830188679,Z,zs2,Z,0.003848678446176824,0.003589471495114587,0.0074452219065724,0.004329495309760342,0.005219973130654967
2732,0.0,0.04,0.15,0.32,0.58,0.64,0.85,1.0,0.76,0.66,0.92,0.84,0.99,1.7,4.28,7.72,12.75,15.57,17.69,15.22,9.15,3.08,1.4,0.7,0.63,0.49,0.45,0.25,0.24,0.31,0.41,0.22,2.0,0.3010299956639812,0.416464150943396,Z,zs1,Z,0.0075340799808601465,0.007448944305166092,0.009514599569512986,0.006839900912487566,0.01021849333850235
2733,0.0,0.03,0.09,0.2,0.33,0.33,0.4,0.45,0.32,0.26,0.35,0.3,0.3,0.38,0.73,1.55,3.44,7.77,13.29,18.64,20.76,14.47,9.3,3.68,1.63,0.62,0.33,0.04,0.0,0.0,0.0,0.0,7.1,0.8512583487190752,0.415384905660377,Z,zs1,Z,0.024209662307550246,0.02511988278575317,0.016964037861221835,0.015698049789735515,0.03283563137709751
2734,0.0,0.03,0.1,0.21,0.35,0.36,0.41,0.45,0.32,0.26,0.35,0.3,0.29,0.36,0.67,1.47,3.35,7.76,13.3,18.67,20.88,14.75,9.64,3.78,1.48,0.36,0.1,0.01,0.0,0.0,0.0,0.0,7.6,0.8808135922807914,0.425475471698113,Z,zs1,Z,0.024445257198820628,0.025371651535731895,0.0169995498902356,0.015733115348374897,0.03315516937419171
2735,0.0,0.02,0.05,0.09,0.14,0.14,0.18,0.21,0.15,0.12,0.15,0.13,0.13,0.16,0.26,0.36,0.52,0.73,1.19,2.39,5.04,8.23,12.48,16.75,19.55,15.22,11.06,3.58,0.87,0.12,0.01,0.0,25.0,1.3979400086720375,0.420007547169811,Z,zs1,Z,0.07620599667420631,0.0775171658785233,0.05290318485937618,0.05864137820731847,0.10335840226644451
2736,0.0,0.02,0.04,0.08,0.14,0.17,0.22,0.25,0.18,0.14,0.17,0.13,0.12,0.14,0.22,0.31,0.46,0.75,1.32,2.62,4.74,6.44,8.74,11.44,14.33,13.77,14.51,9.59,5.87,2.49,0.56,0.03,29.0,1.462397997898956,0.397452830188679,Z,zs1,Z,0.06620836789771471,0.06494476495809408,0.06647984111433902,0.10144864054153943,0.08979859094071774
2737,0.0,0.0,0.0,0.0,0.13601,0.622274,0.83071,0.918206,0.797866,0.766198,0.997442,0.90606,0.959654,1.333759,2.581877,4.703885,8.400448,10.996142,13.71203,14.34171,13.358556,9.631788,6.651097,2.986773,0.476659,0.536476,1.578005,1.470745,0.305631,0.0,0.0,0.0,1.7,0.2304489213782739,,Z,zs1,Z,0.008373420657575157,0.008091723862531016,0.012910852061793807,0.008719397368331317,0.011356893400027473
2738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178227,0.343381,0.518871,1.316907,3.916849,8.291058,14.273305,16.4637,17.249637,14.605033,10.798992,6.478018,3.997742,1.538178,0.030101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.568201724066995,,Z,zs1,Z,0.0136031331357765,0.014269660916026012,0.010236713397749222,0.007897392356037565,0.01844996677548187
2739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002399,0.193583,0.717888,1.687719,2.673143,3.982985,6.381085,8.261847,10.293957,10.246165,10.731351,10.27994,9.825704,8.137209,6.811932,4.155631,1.6251,0.960934,1.455383,1.283872,0.292173,0.0,0.0,0.0,2.1,0.3222192947339193,,Z,zs1,Z,0.006659300657402143,0.006658824225814351,0.010971354640284696,0.005959856100797938,0.009032027743217463
2740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032966,0.137394,0.184545,0.304047,0.721238,1.701125,4.009237,6.822479,10.998854,14.910485,17.625379,15.152608,12.011585,6.883255,2.749623,1.478406,2.086083,1.823761,0.366928,0.0,0.0,0.0,9.6,0.9822712330395684,,Z,zs1,Z,0.026269378351837406,0.02729748691062269,0.019938160002802508,0.015062535345580002,0.035629229896256304
2741,0.0,0.0,0.0,0.0,0.0,0.442343,0.59323,0.557942,0.296935,0.171536,0.195975,0.125111,0.127223,0.253483,0.546862,0.825715,1.24621,2.135268,4.888648,9.617542,16.189413,17.544612,16.665768,11.716323,5.745803,2.47648,2.675733,2.362625,1.013601,0.189207,0.507303,0.889108,6.2,0.7923916894982539,,Z,zs1,Z,0.03779808058277435,0.03902484091467976,0.027200168401907737,0.021699609000312543,0.05126564034686007
2742,0.0,0.0,0.0,0.0,0.0,0.0,0.295685,0.502287,0.412161,0.32256,0.394548,0.483783,0.672807,1.005562,1.801267,3.059882,5.783312,8.837195,13.379333,17.036277,18.513041,14.21368,9.488782,3.722669,0.07517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.7403626894942439,,Z,zs1,Z,0.01614815699376196,0.01636014552478152,0.015667721362111052,0.014278664404294716,0.021901789613203437
2743,0.0,0.0,0.0,0.0,0.0,0.0,0.313741,0.439287,0.246804,0.182944,0.236134,0.282346,0.43686,0.692705,1.188428,1.849655,3.549276,6.120567,10.734,15.755436,19.625986,17.03556,13.4103,6.422165,1.477807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.8129133566428556,,Z,zs1,Z,0.023358134052126597,0.023921687356916955,0.018936982625502117,0.014930445041999188,0.03168070126914826
2744,0.0,0.52,1.39,3.0,7.0,10.64,14.72,16.03,10.5,8.4,9.78,6.28,4.09,3.1,2.44,1.63,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,-0.4089353929735008,,K,ks2,K,4.5302261881671307e-07,1.799005929019019e-06,0.00014196695430675148,1.5810969471488036e-06,6.144358202102556e-07
2745,0.0,0.86,2.27,4.62,10.2,14.06,16.86,16.31,10.77,8.35,8.24,4.15,1.93,0.92,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8900000000000001,-0.0506099933550871,,K,ks2,K,2.5479148162986783e-07,3.2000160156904186e-07,6.196593052694167e-05,4.694170287404679e-07,3.455743852409573e-07
2746,0.0,0.97,2.63,5.46,12.07,16.17,18.01,15.26,8.7,6.25,6.33,3.59,2.07,1.37,0.84,0.25,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6400000000000001,-0.1938200260161127,,K,ks1,K,2.435138000711751e-07,4.573860429892416e-08,4.085971445277623e-05,5.760433135735856e-07,3.3027843481648407e-07
2747,0.0,0.95,2.51,5.05,10.98,14.71,18.23,19.09,12.26,7.91,5.77,1.92,0.56,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,-0.8239087409443188,,K,ks1,K,2.581992762168377e-07,1.3122849350309086e-07,4.915094638502955e-05,2.2386968754029493e-06,3.501963863843485e-07
2748,0.0,0.42,1.09,2.16,4.52,5.83,7.33,8.55,8.1,9.01,13.21,10.11,7.76,6.72,5.99,4.46,2.97,1.13,0.6,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.900000000000001e-05,-4.102372908709558,,K,ks4,L,8.015022698816138e-07,4.549627959332789e-05,0.0007468010074446554,2.181383663894982e-05,1.0870797265739587e-06
2749,0.0,0.63,1.85,4.26,9.97,14.18,18.2,21.62,14.52,8.33,4.88,1.26,0.27,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5e-05,-4.259637310505756,,K,ks2,K,3.566489341476306e-07,1.5088047274796435e-07,6.006849171419023e-05,2.418108624249912e-06,4.837239274111678e-07
2750,0.0,1.15,2.89,5.89,13.52,17.08,16.83,15.37,10.09,6.45,5.82,2.83,1.29,0.66,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,-2.070581074285707,,V,p,K,2.300882258560459e-07,1.5019361919839565e-08,3.471574730724258e-05,1.5271170467349388e-07,3.120692916919902e-07
2751,0.0,1.55,3.74,7.34,16.48,19.24,15.27,11.81,8.51,6.04,5.49,2.68,1.19,0.49,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,-2.853871964321762,,V,p,K,1.4358795135594927e-07,3.120812044752539e-10,2.0640095150159662e-05,1.5941664211237187e-07,1.9474873218062845e-07
2752,0.0,0.84,2.32,4.79,10.36,13.74,17.71,19.57,11.85,7.05,5.74,2.81,1.48,0.96,0.58,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00076,-3.1191864077192086,,K,ks2,K,2.6945910989981933e-07,2.5327431428567544e-07,5.805393701730277e-05,2.1120821814330068e-06,3.6546812968605094e-07
2753,0.0,1.8,4.92,10.09,21.88,25.46,19.02,8.97,3.54,2.1,1.65,0.48,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,-3.744727494896694,,V,p,K,1.4677053562614546e-07,3.616440639863093e-08,9.660248100109232e-06,2.8999498758977284e-07,1.990652799537926e-07
2754,0.0,1.74,4.72,9.44,20.06,22.95,17.65,10.4,5.65,3.93,2.69,0.72,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,-2.1870866433571443,,V,p,K,1.3752718062801334e-07,1.7116224196215792e-08,1.170050355164813e-05,2.44236935405512e-07,1.865284922220751e-07
2755,0.0,1.72,4.6,9.3,20.5,25.61,21.54,10.76,3.83,1.75,0.38,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,-2.744727494896694,,V,p,K,1.588195086056126e-07,3.412935585976183e-08,1.0802901941553905e-05,2.83067346125771e-07,2.1540733504734934e-07
2756,0.0,0.41,1.12,2.21,4.43,5.5,6.65,7.07,5.36,4.81,5.63,3.52,2.31,1.82,1.58,1.31,1.2,1.29,2.06,3.95,6.67,7.75,8.58,7.27,4.86,2.14,0.51,0.02,0.0,0.0,0.0,0.0,0.00059,-3.229147988357856,,K,kz1,K,7.575466244707e-07,0.0003525090004359128,0.0026495442496376315,0.0019764658050226785,1.0274625641650036e-06
2757,0.0,0.7,1.91,3.98,8.79,12.17,15.48,16.74,11.6,8.68,8.68,4.87,2.83,1.92,1.23,0.38,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-05,-4.42021640338319,,K,ks2,K,2.9215703110954166e-07,9.612110254514282e-07,9.216161663807938e-05,1.650561528394532e-06,3.962533824665662e-07
2758,0.0,0.61,1.63,3.18,6.66,8.61,9.86,9.64,6.25,4.71,5.18,3.39,2.34,1.9,1.66,1.38,1.33,1.49,2.29,3.79,5.41,5.48,5.58,4.24,2.4,0.81,0.16,0.0,0.0,0.0,0.0,0.0,0.023,-1.6382721639824072,,K,ks3,K,3.104522277184241e-07,4.1959309601854105e-05,0.0005708001273815799,2.5311104857366223e-07,4.210672077975142e-07
2759,0.0,0.04,0.13,0.26,0.42,0.42,0.53,0.58,0.41,0.34,0.44,0.33,0.29,0.35,0.72,1.6,3.54,7.27,11.74,16.32,18.34,14.22,11.26,6.27,3.07,0.83,0.27,0.02,0.0,0.0,0.0,0.0,1.7,0.2304489213782739,,Z,zs1,Z,0.02155696013532996,0.022143794447433675,0.017974679142611773,0.014802450948824621,0.029237764146496512
2760,0.0,0.01,0.06,0.13,0.15,0.07,0.06,0.06,0.05,0.05,0.08,0.09,0.12,0.18,0.37,0.76,1.74,4.63,9.25,16.13,20.73,17.16,13.75,7.98,4.36,1.43,0.54,0.04,0.0,0.0,0.0,0.0,18.0,1.255272505103306,,Z,zs1,Z,0.03560246600114763,0.03742481930458617,0.021141924318181023,0.016169674187802123,0.04828772226883752
2761,0.0,0.01,0.07,0.15,0.18,0.09,0.09,0.08,0.07,0.07,0.12,0.13,0.15,0.22,0.49,1.17,2.74,6.26,10.98,16.7,19.67,15.37,12.11,7.02,3.94,1.43,0.62,0.06,0.0,0.0,0.0,0.0,9.3,0.9684829485539352,,Z,zs1,Z,0.029601724416889626,0.030907567592371545,0.019597063121115157,0.01576156926707639,0.040148900002470525
2762,0.0,0.02,0.08,0.17,0.23,0.19,0.23,0.23,0.15,0.14,0.26,0.29,0.34,0.46,0.77,1.22,2.18,4.78,9.01,14.8,18.58,16.39,14.01,8.42,4.55,1.64,0.76,0.08,0.01,0.0,0.0,0.0,11.0,1.041392685158225,,Z,zs1,Z,0.028217654868202532,0.029208273655160884,0.02117634357288087,0.015099875714224501,0.038271682678097434
2763,0.0,0.02,0.06,0.12,0.15,0.09,0.11,0.11,0.08,0.07,0.11,0.1,0.11,0.16,0.28,0.5,1.05,3.14,6.75,12.94,18.19,16.83,15.25,10.82,7.4,3.47,1.71,0.34,0.04,0.0,0.0,0.0,17.0,1.230448921378274,,Z,zs1,Z,0.039957758739506306,0.04189392266151824,0.02489939695798784,0.01576200430228068,0.05419481775325058
2764,0.0,0.02,0.06,0.11,0.13,0.08,0.07,0.07,0.05,0.04,0.07,0.07,0.08,0.11,0.19,0.33,0.7,2.29,5.15,10.66,16.43,16.86,16.71,12.92,9.15,4.46,2.45,0.64,0.09,0.0,0.0,0.0,24.0,1.380211241711606,,Z,zs1,Z,0.04733512475102622,0.04981030786320932,0.028079106684866136,0.02281360145390894,0.06420075950538517
2765,0.0,0.02,0.05,0.08,0.1,0.07,0.09,0.09,0.06,0.05,0.06,0.05,0.05,0.06,0.09,0.15,0.27,0.55,1.16,2.99,6.85,11.26,16.68,21.25,21.17,11.31,4.74,0.64,0.06,0.0,0.0,0.0,46.0,1.662757831681574,0.41422641509434,Z,zs1,Z,0.08237868928230797,0.08551999951967257,0.04465993636488014,0.04506878737059992,0.11173044217798633
2766,0.0,0.02,0.04,0.06,0.08,0.05,0.06,0.06,0.04,0.04,0.05,0.04,0.03,0.04,0.09,0.15,0.25,0.45,0.84,1.92,4.41,7.78,12.62,18.33,21.8,16.07,10.75,3.4,0.49,0.02,0.0,0.0,75.0,1.8750612633917,,Z,zs1,Z,0.10031489617716194,0.10385220099222556,0.054478443593900645,0.0630629681794853,0.1360573687753518
2767,0.0,0.02,0.04,0.05,0.07,0.05,0.05,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.07,0.12,0.2,0.36,0.66,1.37,2.82,4.84,8.19,13.8,19.73,18.98,16.91,7.83,3.12,0.46,0.02,0.0,98.0,1.9912260756924949,0.417622641509434,Z,zs1,Z,0.12108695018582881,0.12475406348230815,0.06820949779250343,0.0614645412163959,0.16423056258983268
2768,0.0,0.02,0.04,0.06,0.08,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.07,0.14,0.22,0.34,0.62,1.19,2.53,4.9,6.99,9.6,11.72,12.64,10.42,10.69,8.44,8.21,6.24,3.37,1.04,140.0,2.146128035678238,,Z,zs1,Z,0.07542161467426871,0.0773944009561633,0.06839959791165155,0.05120379004155437,0.10229454280894394
2769,0.0,0.02,0.06,0.1,0.17,0.18,0.22,0.25,0.18,0.14,0.16,0.11,0.1,0.11,0.17,0.24,0.37,0.64,1.18,2.51,4.99,7.44,10.51,13.32,14.96,12.17,11.24,6.99,5.06,3.23,2.07,1.11,34.0,1.5314789170422551,0.396490566037736,G,zs1,Z,0.0721515447146578,0.07321386807745171,0.06033791226983823,0.05400005352684086,0.0978593379553175
2770,0.0,0.02,0.04,0.06,0.08,0.07,0.07,0.07,0.05,0.04,0.05,0.03,0.03,0.03,0.07,0.12,0.21,0.4,0.75,1.6,3.3,5.5,8.88,13.57,17.57,15.24,14.1,8.24,5.27,2.8,1.41,0.34,79.0,1.8976270912904407,0.402528301886793,Z,zs1,Z,0.106195473540345,0.10947733165981652,0.0679490925837286,0.0586695069592683,0.14403321197915236
2771,0.0,0.02,0.05,0.09,0.13,0.12,0.16,0.18,0.13,0.12,0.17,0.14,0.13,0.16,0.27,0.42,0.69,1.27,2.47,5.47,10.6,14.32,17.9,18.38,15.45,7.56,3.17,0.41,0.03,0.0,0.0,0.0,30.0,1.4771212547196624,,Z,zs1,Z,0.055639273892906446,0.05751704417028447,0.03645148221887178,0.0429783811018176,0.0754636997587146
2772,0.0,0.02,0.05,0.09,0.12,0.1,0.15,0.16,0.12,0.11,0.15,0.13,0.13,0.16,0.27,0.42,0.69,1.34,2.83,6.59,12.63,16.15,19.21,17.98,13.03,5.08,2.12,0.17,0.01,0.0,0.0,0.0,27.0,1.4313637641589874,0.426301886792453,Z,zs1,Z,0.05402991710097303,0.05604017706561725,0.03325830757362486,0.031341390186005645,0.07328092472852868
2773,0.0,0.02,0.05,0.08,0.12,0.1,0.13,0.15,0.11,0.1,0.13,0.11,0.1,0.14,0.25,0.4,0.66,1.23,2.49,5.61,11.03,15.21,19.47,19.59,14.78,5.63,2.15,0.16,0.01,0.0,0.0,0.0,33.0,1.5185139398778875,,Z,zs1,Z,0.05787240545759893,0.059970401775024634,0.035287217210596904,0.04410229081940582,0.07849250222375086
2774,0.0,0.02,0.05,0.07,0.1,0.09,0.12,0.14,0.1,0.09,0.12,0.09,0.09,0.11,0.19,0.29,0.49,0.91,1.81,4.2,8.75,13.13,18.15,20.72,18.04,8.23,3.61,0.29,0.01,0.0,0.0,0.0,40.0,1.6020599913279625,0.41422641509434,Z,zs1,Z,0.06843076665274934,0.07082996199418547,0.03993647837929649,0.0444106323448227,0.09281283646658277
2775,0.0,0.02,0.06,0.1,0.15,0.12,0.16,0.17,0.13,0.12,0.16,0.13,0.13,0.17,0.32,0.51,0.88,1.67,3.23,6.82,12.6,16.1,18.87,17.61,12.62,4.89,2.06,0.17,0.01,0.0,0.0,0.0,8.1,0.9084850188786496,,Z,zs1,Z,0.04980030316710796,0.05142236121283343,0.03266426232147159,0.03080062235078144,0.06754428775129517
2776,0.0,0.02,0.05,0.08,0.12,0.1,0.13,0.14,0.11,0.09,0.13,0.11,0.1,0.13,0.22,0.35,0.61,1.15,2.15,4.45,8.39,11.53,14.96,16.51,15.7,10.01,7.11,3.1,1.61,0.66,0.15,0.01,12.0,1.0791812460476249,0.402150943396226,Z,zs1,Z,0.06073736403420947,0.06254669513042858,0.04294696684266059,0.0413911602642358,0.08237825339769016
2777,0.0,0.02,0.05,0.09,0.12,0.1,0.14,0.15,0.1,0.09,0.12,0.1,0.1,0.15,0.32,0.61,1.12,1.85,2.79,4.36,7.82,12.1,17.35,19.89,17.89,8.47,3.51,0.51,0.05,0.0,0.0,0.0,32.0,1.505149978319906,,Z,zs1,Z,0.05048719817335554,0.05075070767280774,0.03964621186360845,0.04076892964137214,0.06847592533191854
2778,0.0,0.02,0.04,0.07,0.08,0.04,0.05,0.06,0.04,0.04,0.06,0.05,0.05,0.07,0.16,0.31,0.59,0.97,1.45,2.34,4.81,8.86,14.49,19.67,20.77,13.33,8.3,2.47,0.7,0.09,0.0,0.0,41.0,1.6127838567197357,0.408943396226415,Z,zs1,Z,0.08490672264935321,0.087794375320675,0.04937450240121345,0.06209125174653591,0.11515922076625325
2779,0.0,0.03,0.12,0.26,0.39,0.35,0.4,0.34,0.22,0.2,0.3,0.27,0.29,0.42,1.04,2.33,4.85,8.8,13.27,17.55,19.27,14.13,9.89,3.93,1.17,0.17,0.03,0.0,0.0,0.0,0.0,0.0,6.8,0.8325089127062363,,Z,zs1,Z,0.01978254039332864,0.020318507778196857,0.0163705256927174,0.014954293705567142,0.026831113784486747
2780,0.0,0.01,0.07,0.17,0.21,0.12,0.1,0.08,0.06,0.06,0.09,0.08,0.1,0.17,0.45,0.89,1.73,4.16,8.82,18.21,26.32,20.73,12.94,3.68,0.73,0.01,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0791812460476249,0.391962264150943,Z,zs1,Z,0.037246257040966874,0.03892713047865543,0.01976158884192816,0.01691783185976294,0.0505172005638589
2781,0.0,0.02,0.1,0.22,0.35,0.35,0.42,0.36,0.2,0.15,0.2,0.19,0.2,0.28,0.6,1.33,2.94,6.35,10.92,16.7,20.63,17.14,13.0,5.43,1.64,0.25,0.04,0.0,0.0,0.0,0.0,0.0,7.1,0.8512583487190752,0.385547169811321,Z,zs1,Z,0.026011291088340827,0.02685717308105974,0.018865422078436746,0.015448671318525176,0.03527918543303161
2782,0.0,0.38,0.97,1.85,3.71,4.91,7.05,8.66,7.21,7.78,12.19,9.44,7.0,5.87,5.43,4.71,4.3,3.1,2.69,1.69,0.94,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,-2.431798275933005,,K,ks4,L,1.286174462464267e-06,5.4382209585088734e-05,0.0009379670520647235,2.276776349635788e-05,1.7444419504745524e-06
2783,0.0,0.02,0.05,0.09,0.13,0.13,0.15,0.14,0.09,0.07,0.11,0.1,0.09,0.09,0.13,0.17,0.27,0.42,0.71,1.4,3.05,5.51,9.39,14.62,18.81,17.08,15.39,7.54,3.22,0.9,0.15,0.01,41.0,1.6127838567197357,0.390452830188679,Z,zs1,Z,0.10619108107226909,0.10931347558980296,0.06482207842696057,0.05998456164633267,0.14402725446265577
2784,0.0,0.02,0.11,0.26,0.38,0.29,0.33,0.31,0.24,0.31,0.61,0.59,0.56,0.67,1.21,2.56,5.74,11.87,17.68,21.48,19.81,9.66,4.31,0.85,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.380211241711606,0.385169811320755,Z,zs1,Z,0.01804854937155497,0.018585187661925653,0.013668321577666245,0.011020337852212483,0.024479297006588113
2785,0.0,0.02,0.1,0.24,0.35,0.28,0.33,0.28,0.18,0.16,0.22,0.18,0.17,0.26,0.74,2.17,5.51,11.54,16.82,20.02,19.0,11.2,6.76,2.56,0.86,0.04,0.01,0.0,0.0,0.0,0.0,0.0,7.4,0.8692317197309762,0.385169811320755,Z,zs1,Z,0.022428855396139962,0.02347348583865361,0.01460559258551609,0.011397700566377343,0.030420318079703055
2786,0.0,0.04,0.09,0.15,0.24,0.24,0.34,0.4,0.33,0.31,0.46,0.44,0.49,0.73,1.53,2.79,5.2,9.42,14.51,18.43,18.73,11.8,7.52,3.39,1.69,0.53,0.2,0.01,0.0,0.0,0.0,0.0,8.4,0.9242792860618816,,Z,zs1,Z,0.017143977591318874,0.017506477595070978,0.015227165201601322,0.014715384953612546,0.023252423820476216
2787,0.0,0.04,0.1,0.17,0.29,0.31,0.43,0.51,0.4,0.36,0.52,0.49,0.53,0.72,1.43,2.74,5.44,10.15,15.29,19.13,19.03,11.31,6.64,2.58,1.08,0.27,0.05,0.0,0.0,0.0,0.0,0.0,9.4,0.9731278535996988,,Z,zs1,Z,0.01667280231582532,0.017013138724264854,0.014626376954985159,0.01047042715962622,0.022613367502235724
2788,0.0,0.02,0.04,0.06,0.09,0.09,0.11,0.12,0.08,0.07,0.09,0.08,0.08,0.1,0.18,0.25,0.37,0.52,0.78,1.35,2.53,4.15,6.89,11.17,15.34,15.39,16.93,12.11,7.82,2.63,0.53,0.04,45.0,1.6532125137753435,,Z,zs1,Z,0.10902048891941431,0.1104869513017202,0.07819114143590179,0.11244184046497598,0.1478647880847317
2789,0.0,0.6,1.53,2.98,6.29,8.84,13.29,19.47,16.91,12.84,10.15,4.0,1.6,0.81,0.43,0.21,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,-3.5228787452803374,,K,ks3,K,5.422391005865815e-07,1.940345735928754e-06,0.00015062836512246883,1.8358443624332074e-06,7.354403790901756e-07
2790,0.0,0.61,1.53,2.96,6.57,9.96,15.27,20.12,14.98,10.73,9.01,4.11,1.96,1.13,0.64,0.33,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017,-3.769551078621726,,K,ks2,K,5.54884970617591e-07,8.97703420097351e-07,0.00012054191882807504,2.0090349248636613e-06,7.525920072915908e-07
2791,0.0,0.03,0.07,0.12,0.23,0.29,0.39,0.38,0.21,0.14,0.13,0.08,0.06,0.06,0.09,0.12,0.18,0.3,0.6,1.6,4.18,7.66,12.11,16.83,19.67,15.46,12.1,4.87,1.77,0.26,0.01,0.0,24.0,1.380211241711606,0.389698113207547,Z,zs1,Z,0.09574730296337594,0.09901032162132754,0.05603255430637478,0.06136681896309751,0.12986232957393198
2792,0.0,0.03,0.06,0.12,0.22,0.29,0.38,0.36,0.21,0.13,0.12,0.07,0.05,0.05,0.07,0.1,0.14,0.25,0.52,1.56,4.37,8.08,12.49,16.73,19.06,14.86,11.99,5.25,1.94,0.44,0.06,0.0,53.0,1.7242758696007892,0.405547169811321,Z,zs1,Z,0.09643208219453235,0.1000738294693179,0.05566971266017626,0.061522197234136794,0.13079109752299717
2793,0.0,0.02,0.06,0.1,0.18,0.23,0.3,0.3,0.18,0.11,0.1,0.06,0.05,0.05,0.08,0.11,0.19,0.37,0.74,1.64,3.36,5.2,7.7,10.67,13.42,12.88,14.21,10.93,8.79,5.03,2.41,0.52,110.0,2.041392685158225,,Z,zs1,Z,0.09022742439070186,0.09055268115723022,0.07856553776566759,0.1045491050940879,0.12237570312883118
2794,0.0,0.02,0.04,0.05,0.1,0.13,0.16,0.15,0.09,0.06,0.06,0.04,0.03,0.03,0.05,0.06,0.1,0.17,0.32,0.67,1.38,2.26,3.56,5.51,7.99,9.38,12.88,13.06,14.44,12.6,9.61,5.0,98.0,1.9912260756924949,,Z,zs1,Z,0.1570565664481401,0.1535107966710082,0.13905388623512843,0.20069910604241528,0.2130162517647106
